,Unnamed: 0,name,location,description,link,price,operation,rooms,bathrooms,construction (m2),terrain (m2),lat,lng,calle,numero,colonia,ciudad,CP,formatad
541,263,Runa II ¡Preventa!,"San Sebastián Tecoloxtitla, Iztapalapa","Aprovecha la gran preventa, departamentos de 1 y 2 recámaras, 1 baño, estancia y comerdor. Balcón, azotea privada, ludoteca, vigilancia, estacionamiento, terraza, áreas verdes, salón multiusos",/propiedades/runa-ii-preventa!-57468649.html,"MN 831,079",venta,1.5,,44.5,78.0,19.3618491,-99.0177276,,,San Sebastián Tecoloxtitla,Ciudad de México,,"San Sebastián Tecoloxtitla, Ciudad de México, CDMX, Mexico"
542,264,Plutarco Elías Calles ¡Preventa!,"Granjas México, Iztacalco","Excelente desarrollo en preventa. Cuenta con Lobby, Elevadores, Área de juegos infantiles, caseta de vigilancia, área de ludoteca, salón de usos multiples, bodegas, áreas verdes, administración, Bici-estacionamiento y rampa de discapacitados",/propiedades/plutarco-elias-calles-preventa!-57514490.html,"MN 1,772,426",venta,2.0,,50.0,75.0,19.402751,-99.098584,,,Granjas México,Ciudad de México,08400,"Granjas México, 08400 Ciudad de México, CDMX, Mexico"
543,265,"Camino Santa Teresa, Pedregal del Lago, Departamento en Venta","Pedregal del Lago, Tlalpan","Departamento con inmejorable ubicación, muy cerca del hospital ángeles del pedregal, zona comercial, restaurantes, escuela, centros comerciales, A dos minutos del periférico Y del pedregal de san ángel, son 5 torres, enclavadas en un inmenso jardín de 5000 M2, que cuenta con bancas para salir A leer en la paz de un lugar con quietud Y aire puro, además cuenta con un gran estacionamiento ilimitado de visitas, conózcalo, le va A encantar! Son 120 M2 del departamento + 22 M2 correspondiente A 2 estacionamientos techados. Son 5 torres, de 22 pisos cada uno, el departamento se encuentra en el piso 13 Y es exterior. AntigÜedad: 30 años. ""remodélalo A tu gusto""",/propiedades/camino-santa-teresa-pedregal-del-lago-departamento-56164491.html,"MN 3,990,000",venta,3.0,2.0,120.0,120.0,19.3083379,-99.2255625,,,Pedregal del Lago,Ciudad de México,,"Pedregal del Lago, Ciudad de México, CDMX, Mexico"
545,266,Plaza Carso Amueblado de 1 Recamara en Todas Las Torres,"Lago Zurich 219, Polanco, Miguel Hidalgo","Exclusivos departamento con muebles, amueblados Y equipados de lujo en Residencial Plaza Carso, todas las torres desde 70 metros, prototipos de una recamara, los precios son de acuerdo al tipo de mobiliario y equipamiento del departamento que necesites rentar, los precios son: con muebles. en renta: 1 recamara disponibles en torres renoir, van gogh, botticelli, pissarro, claudel, goya, monet, dali Y rodin!! Llama Y te brindamos opciones. renta desde $28, 000 hasta $38, 000. tambien tenemos en venta; desde $4, 700, 000 de una recamara hasta $6, 300, 000. $8, 000, 000 A partir de 2 recamaras. llama Y te brindamos opciones. finos acabados en madera, mármol, granito y cerámico, cuentan con amplia estancia, cocina integral con barra de granito abierta, muy iluminados, 2 y 3 recamaras, amenidades: Alberca, Gimnasio, Cancha de Tenis, Salón de fiestas, Ludoteca, Salón de adultos, Jardines. Estricta Vigilancia 24 horas, inmediato a importantes corporativos como Nestlé, Colgate, Tetra Pack, Philip Morris, Telcel a unas cuadras de Polanco, Lomas de Chapultepec y los mejores Centros Comerciales como Antara, Palacio de Hierro City Market y Corporativos. Acceso directo a supermercados, cines, las mejores tiendas y restaurantes. La zona es muy segura, ideal para ejecutivos y expatriados. Departamentos disponibles de inmediato, como tu lo necesites, con o sin muebles.",/propiedades/plaza-carso-amueblado-de-1-recamara-en-todas-las-58423693.html,"MN 4,700,000",venta,1.0,1.0,70.0,80.0,19.4422755,-99.2031258,Calle Lago Zurich,219,Ampliación Granada,Ciudad de México,11529,"Calle Lago Zurich 219, Amp Granada, Miguel Hidalgo, 11529 Ciudad de México, CDMX, Mexico"
547,267,Preventa Deptos 2 y 3 Rec Roma Sur Amenidades Super Precios Comodo Enganche,"INSURGENTES SUR 464, Roma Sur, Cuauhtémoc","Departamento de 2 recamaras de 86M2 desde $4, 350, 000 hasta $3, 800, 000 est 1 auto estacionamiento independiente. de 3 recamaras de 122M2 desde $5, 850, 00 hasta $6, 462, 500 est 2 autos estacionamientos independientes. ambos modelos tienen sala comedor cocina integral con amenidades, la mejor ubicacion entrega en 16 meses septiembre 2021. Proyecto de 58 departamentos de lujo en dos torres, con O sin balcones, finos acabados, de dos Y tres recamaras, con dos baños, la recamara principal con vestidor Y baño Y las secundarias con closet, las recamaras secundarias comparten baño con vistas. La distribución es excelente ya que cada espacio es aprovechado al máximo suma la excelente orientación, ubicación, precio Y forma de inversión $10, 000 de apartado $90, 000 A la firma Y 16 mensualidades para completar un 20% de enganche total = tu sueño hecho realidad en una de las zonas con mas demanda Y plusvalia. El proyecto cuenta con las amenidades de un desarrollo premium, como pocos desarrollos de la zona manejan, asi es, no sólo te ofrece confort en los espacios dentro del depto tambien te ofrece amenidades como: roof garden. gimnasio copletisimo. salon de juegos jovenes Y adultos. salon de usos multiples. vistas privilegiadas A la condesa Y la roma sur. La puntualidad es nuestra carta presentación en varios desarrollos. Apartas con $90, 000 Y puedes diferir el 20% en 16 meses, escuchamos tu propuesta de inversión Y le damos valor A tu enganche total, platica con nosotros, juntos construiremos el esquema mas adecuado para esta importante inversión. Los precios oscilan entre los $4, 350, 000 hasta los 4, 850, 000 86M2, de 2 recamaras, tenemos ph con terraza. los precios del prototipo de 3 recamaras oscila desde los $5, 850, 000. 00 hasta los $6, 442, 000. 00 son de 106M2 todos tiene balcón tipo terraza.",/propiedades/preventa-deptos-2-y-3-rec-roma-sur-amenidades-super-58000833.html,"MN 4,350,000",venta,2.0,2.0,86.0,86.0,19.4053059,-99.1684212,Avenida Insurgentes Sur,464,Roma Sur,Ciudad de México,06760,"Av. Insurgentes Sur 464, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX, Mexico"
549,268,Precioso Departamento en Venta en Una Ubicación Envidiable y Amplio Roof Garden,"Augusto Rodin # 165, Ciudad de los Deportes, Benito Juárez","Precioso departamento en venta en una ubicación envidiable, cerca de zona de restaurantes, y medios de transporte. Consta de sala, comedor, cocina integral, área de lavado, dos recámaras con amplios closets, sala de t. v. , amplio roof garden privado, tres cajones de estacionamiento, vigilancia las 24 horas, en excelente estado de mantenimiento.",/propiedades/precioso-departamento-en-venta-en-una-ubicacion-57658828.html,"MN 5,350,000",venta,2.0,2.0,235.0,115.0,19.3823929,-99.1810795,Augusto Rodin,165,Ciudad de los Deportes,De los Deportes,03710,"Augusto Rodin 165, Cd. de los Deportes, Benito Juárez, 03710 De los Deportes, CDMX, Mexico"
550,269,Departamento en Puerta Coyoacán,"Popocatepetl 187, Del Valle, Benito Juárez","Departamento Amueblado de dos recámaras, dos baños completos y dos estacionamientos, el conjunto cuenta con alberca, gym, cafetería, ludoteca, salas de negocios, salón de fiestas, y salón de belleza, el edificio se encuentra a una cuadra de Plaza Universidad, Patio Universidad y a dos cuadras de Coyoacán.",/propiedades/departamento-en-puerta-coyoacan-58437082.html,"MN 3,800,000",venta,2.0,2.0,80.0,80.0,19.3650685,-99.16323109999999,Avenida Popocatépetl,187,Santa Cruz Atoyac,Ciudad de México,03310,"Av. Popocatépetl 187, Sta Cruz Atoyac, Benito Juárez, 03310 Ciudad de México, CDMX, Mexico"
563,271,"Calz. de Las Águilas, Las Águilas, Casa en Condominio en Venta","Calzada de las Águilas, Las Aguilas, Alvaro Obregón","Venta de hermosa residencia dentro de conjunto horizontal denominado Águila Real, magnífico desarrollo de 50 casas con cancha de tenis, jardín, salón de fiestas, estricta vigilancia. Muy buen proyecto, con mucha luz y magnífica distribución. La residencia se encuentra en magnífico estado, con acabados de lujo (mucho mármol). En pb: recibidor de muy buen tamaño (área con doble altura), estudio, estancia, comedor con vista hacía el jardín, hermosa cocina equipada con área de desayunador, cuarto o salón de juegos que tiene salida a jardín y terraza. Debajo de la terraza cuenta con bodega de 100 m2 aprox. Espectacular escalera para subir a la pa donde cuenta con: recámara principal con vestidor y baño con tina de hidromasaje en mármol. Tapanco dentro de la recámara principal donde se puede adaptar para estudio, sala de tv o despacho. 3 recámaras adicionales (cada una con baño y clóset). 3er nivel: área de lavado y cuarto de servicio. En la sala y comedor, el recibidor tienes pisos de mármol importado con figuras de tapetes en esas áreas, ventanería de aluminio, barandales de herrería con excelente diseño y doble altura en el recibidor. Amenidades: salón de usos múltiples, jardines, juegos infantiles, cancha de tenis, gimnasio, alberca y salón de billar. Vigilancia las 24 hrs",/propiedades/calz.-de-las-aguilas-las-aguilas-casa-en-condominio-58070672.html,"MN 18,000,000",venta,4.0,5.0,400.0,400.0,19.3486172,-99.2295316,Calzada de las Águilas,,,Ciudad de México,,"Calz. de las Águilas, Ciudad de México, CDMX, Mexico"
565,272,Casa en Venta Bosque de Las Lomas,"Bosque de Ocotes, Bosque de las Lomas, Miguel Hidalgo","Techos altos, moderna, iluminada, excelentes acabados. Hall de entrada, sala formal independiente con medio baño. Comedor, sala family y desayunador con acceso directo al jardín. Alrededor del jardín también está una terraza techada con baño completo y carril de nado. Cocina integral muy bien equipada, gran despensa, closet y baño de visitas. En el segundo nivel 3 amplias recámaras con baño y vestidor y techos de doble alturea, sala tv con terraza. 2 cuartos de servicio cada uno con baño. Estacionamiento para 12 autos, 8 techados. 2 bodegas. Caseta de vigilancia propia y cuarto para choferes con baño. Sistema de alta seguridad. Estado de conservación excelente.",/propiedades/casa-en-venta-bosque-de-las-lomas-56406997.html,"MN 40,000,000",venta,3.0,4.0,850.0,700.0,19.3927665,-99.25250630000001,Bosque de Ocotes,,Bosque de las Lomas,Ciudad de México,05120,"Bosque de Ocotes, Bosque de las Lomas, 05120 Ciudad de México, CDMX, Mexico"
566,273,"Ricardo Castro, Guadalupe Inn, Departamento en Venta y Renta","Ricardo Castro, Guadalupe Inn, Alvaro Obregón","Excelente departamento en una de las zonas mas cotizadas de la ciudad de méxico. Cuenta con espacios muy amplios, elevador directo al piso, recibidor, estancia sala comedor, estudio, cocina equipada con desayunador, antecomedor, dos cuartos de servicio con un baño, escalera de servicio independiente, cuatro balcones, tres recámaras, dos baños, tres autos. En el edificio hay 6 departamentos en total, 1 por nivel. En caso de renta el mantenimiento está incluido. Edad: 35 años",/propiedades/ricardo-castro-guadalupe-inn-departamento-en-venta-y-58072875.html,"MN 10,500,000",venta,3.0,2.0,277.0,277.0,19.3551562,-99.18731729999999,Ricardo Castro,,Guadalupe Inn,Ciudad de México,,"Ricardo Castro, Guadalupe Inn, Ciudad de México, CDMX, Mexico"
567,274,Departamento en Venta en Grand Polanco,"Blvd M De Cervantes Saavedra 380, Irrigación, Miguel Hidalgo","Cuenta con: 145m2. 3 recamaras. 2 baños completos. 3 lugares de estacionamiento. Estancia-comedor. Balcón. Cocina integral. Cuarto de servicio. Cuarto de lavado. Bodega. En tercer piso. Amenidades: Recepción. Lobby. Plazuela para caminar. Juegos para niños. Ludoteca. Alberca techada. Jacuzzi. Chapoteadero. Gym. Elevadores. Vigilancia 24 horas. A unos pasos de Antara, Miyana y Plaza Carso. llamame al Ver datos O Ver datos",/propiedades/departamento-en-venta-en-grand-polanco-58089921.html,"MN 10,990,000",venta,3.0,2.0,145.0,145.0,19.4400548,-99.2058215,Boulevard Miguel de Cervantes Saavedra,397,Colonia Irrigación,Ciudad de México,11000,"Local 60, Blvd. Miguel de Cervantes Saavedra 397, Col. Irrigación, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico"
568,275,"A Departamento en Venta de 2 Recamaras con Amenidades, en Skyview Ejercito Nacional 245, Colonia Anz","A Departamento en Venta de 2 Recamaras con Amenidades, en Skyview Ejercito Nacional 245, Colonia Anzures - Anahuac, Ahuehuetes Anahuac, Miguel Hidalgo","Excelente Departamento o Apartamento en Venta con balcón, con Amenidades y servicios, En el edificio Sky View Ejercito Nacional 245, Colonia Anáhuac, (El que tiene forma de Barco) el departamentoel departamento cuenta con Interfono, Cocina integral con alacena, horno y estufa de encendido electrónico, calentador de agua (boiler) de paso de encendido electrónico, servicio de gas natural y un muy buen estado de conservación. Distribución del departamento. El Departamento consta de 2 dos recamaras, 2 dos baños completos, sala-comedor, cocina integral, área de lavado interior y 2 dos lugares de estacionamiento individuales (independientes) y techados para autos grandes o camionetas y no se estorba con nadie. Ubicación dentro del desarrollo. Este bonito departamento, se ubica en el segundo nivel y con vista exterior (cuenta con elevador) , lo que le permite tener una tranquilidad lejos de los ruidos de la calle, pero con la comodidad de llegar rápidamente a través de su elevador y con una fabulosa vista desde sus grandes ventanas y su cómodo balcón. características del desarrollo: seguridadeste excelente departamento se encuentra en un Desarrollo Cuenta con Vigilancia las 24 horas del día, Circuito Cerrado de Televisión cctv, acceso controlado por biométricos vía huella digital. También se cuenta con Alarma Sísmica, Alarma Vecinal, sistema contra incendios y mucha seguridad. serviciosel desarrollo cuenta con los servicios de una empresa de administración profesional con 3 residentes en la oficina dentro del condominio y personal de mantenimiento de planta, así como personal de limpieza con una plantilla de varias personas que da servicio toda la semana y todo con mucha tranquilidad y Excelente ambiente ejecutivo. También cuenta con dos elevadores de alta velocidad muy amplios con los que podrá llegar cómodamente a su nuevo hogar. amenidadesel conjunto cuenta con las mejores amenidades: Alberca semi-olimpica con vista panorámicaSky LoungeGimnasio equipado con modernos aparatosJacuzzisparoof GardenSalón de EventosLudoteca o Kids Club (área de juegos para niños) Tendrás servicios de lujo a un precio muy accesible. ubicación del desarrolloel desarrollo está super céntrico, se ubica una de las zonas de Mayor Plusvalía de la Ciudad de México y del país, a un lado del Mayor centro Corporativo y Financiero del País (Corredor Polanco - Reforma) en Ejercito Nacional 245, en la colonia Anáhuac o Anzures de la delegación Miguel Hidalgo en la Ciudad de México y está a un costado de la nueva Torre corporativa Bancomer, a una cuadra del Centro Comercial Parques Polanco, a un costado del edificio de semarnat, a unas cuadras de la Torre de Pemex, del Edificio Corporativo de Samsung, El corporativo de Liverpool Polanco, la Escuela Universidad ymca, el unitec de Marina Nacional, el Instituto Politécnico Nacional ipn en el casco de Santo Tomas, Anzures, Polanco. Muy cerca de colonia San Rafael, Cuauhtémoc, Juárez, Roma, Condesa vialidades cercanas. Ejercito Nacional, Mariano Escobedo, Rio San Joaquín, Circuito Interior, Reforma, Presidente Masaryk, Marina Nacional, Av. México Tacuba, Avenida de los Insurgentes Centro, Aquiles Serdán, Avenida Revolución, Cuitláhuac, Eje 1 Norte Álzate, Eje 2 Norte Eulalia Guzmán entre muchas otras. Centros comerciales cercanosparques Polanco, Parques Plaza, Plaza Galerías, Plaza Antara, Plaza Carso, Pabellón Polanco, Plaza Polanco, Liverpool Polanco, Palacio de Hierro Polanco (el palacio de los palacios) Reforma 222, Fórum Buenavista, Pabellón Azcapotzalco, Marina Park y muchas mas. transportes cercanossitio de Taxis, Estaciones del Metro como Metro Polanco, Metro Río San Joaquín, Chapultepec, Sancosme, Normal, Cuatro Caminos, Rutas de Microbús a diferentes destinos como Toreo de 4 cuatro caminos, Chapultepec, Rosario, Aragón, Aeropuerto, Pantitlán, Polanco, Defensa Nacional, metro Normal y muchas otras mas. servicios cercanos: Hospitales de gran nivel, Escuelas Públicas y Particulares de Prestigio de todos los niveles desde guarderías hasta universidades, Parques, Deportivos, Farmacias, Tiendas de Conveniencia, etc. Tiendas de Autoservicio y plazas Comerciales. hospitales cercanos: Tiene muchos hospitales cercanos, como el Hospital Español, el Hospital Militar, Hospital General ""Dr. Ruben Leñero"", El Hospital de La Mujer, El Centro Especializado en Control de Diabetes, La Escuela Superior de Medicina del Instituto Politécnico Nacional, Centro de Salud T-iii Dr. Manuel Gutierrez Zavala, Hospital Vertiz (en lago Garda) , El Hospital San Judas Tadeo (en Mar Tirreno) , Hospital San Felipe (Mar Mediterraneo) , Hospital Colonial (Mar Mediterraneo) , Centro Médico Tiber, (Rio Tiber) y algunos otros, como la Clinica 5 del imss en Marina Nacional, o la Clinica de Mamá del imss en Agustin Melgar, el Hospital Sanatorio Durango, El Hospital María José Roma, el Hospital Angeles Santamónica (Temistocles) , el Hospital Español (Cervantes Saavedra) , el Hospital Central Militar, el Hospital Pediatrico Legaria y el Hospital General Tacuba del issste, entre muchos otros. escuelas cercanas. El Colegio Sara Alarcón, Colegio Salesiano, Colegio Holandes, Colegio Ciudad de México, Colegio Lafontaine, Colegio Romera, Colegio de Lideres Fundación Miguel Angel Cornejo, Colegio William Blake, Colegio Iona Polanco, Colegio Walden Dos Polanco, Colegio de Imagen Pública, Colegio Aleman Alexander Von Humboldt, Colegio Frances Pasteur, Colegio Mexicano Japonés, Colegio Rosedal, Colegio 2 dos Culturas, Colegio Inglés Durkheim, Colegio Infantil Mi Gran Mundo, Colegio Peterson, Primaria Colegio Brighto, Colegio Nacional del Notariado Mexicano, Liceo Franco Mexicano, Colegio Aleman Bosque de Moctezuma, Escuela Judía, Colegio de Bachilleres, Colegio Jorge Ornelas, Colegio Militar de Defensa Nacional, Colegio México, Colegio Nacional de Educación Técnica, Colegio Apen Tolin, Colegio Nacional, Universidad Mexicana, ipade Business School, Universidad del Valle de México, Universidad ymca, Universidad Insurgentes, Universidad del Distrito Federal, Universidad de las Americas, Universidad la Salle, Colegio Civilización A. C. , Escuela Primaria Estado de Hidalgo, Kinder Fray Francisco Aparicio, Colegio Inglés Michael Faraday, Jardín de Niños Maria Luisa de la Torre, Ex itam, Centro De Capacitación Artistica A. N. D. A. , centros de trabajo cercanoscerca de la Torre Corporativa de Bancomer de Mariano Escobedo, El edificio Corporativo de Samsung, el Corporativo de Liverpool, El corporativo de Grupo Carso, Corporativo de Danone, Corporativo de Colgate Palmolive, Corporativo Polanco, Corporativo Reforma Diana, Punto Polanco, Torre de Pemex, Corporativo Frisco, Huawei Technologies, Corporativo Antara, Torre Mayor, Torre New York Life, Torre Diana, Capital Reforma y muchos mas. embajadas Y servicios cercanoscerca del Instituto Nacional de Migración inm, la Embajada de Estados Unidos, Embajada de la Republica Checa, Embajada de Alemania, Embajada de Francia, Embajada de Canadá, Embajada de España, Embajada de Finlandia, Embajada de Chile, Embajada de Ecuador, Embajada Britanica, Embajada de Costa Rica, Embajada de la India, Embajada de los Emiratos Arabes Unidos, Embajada de Bélgica, Embajada de Colombia, Embajada de Japón, Embajada de Paraguay, Embajada de Australia, Embajada de Corea del Norte, Embajada de República de Filipinas, Embajada del Estado Plurinacional de Bolivia, Embajada de la República Arabe Saharaui, Embajada de Venezuela, Embajada de Singapur, Embajada de Uruguay, Embajada de la República del Salvador, Embajada de la República Arabe de Egipto, Embajada de Canada, Embajada de Libano, Embajada de Esolvaquia y muchas otras mas. Con este magnifico departamento, tendrás todo cerca y contarás con servicios de lujo a un precio muy accesible. Llama ahora para una cita antes que te lo ganen. Si necesitas crédito, nosotros te ayudamos a que lo tengas. Empresa de intermediacion inmobiliaria. Compraventa, renta, remodelacion, construcción y administración de inmuebles. La información aquí proporcionada puede ser sujeta a cambio sin previo aviso y muestran únicamente una propuesta y de ninguna forma puede ser considerada vinculante, contractual o de forma alguna obligación de cumplir con cierto ofrecimiento. Las imágenes y contenido pueden estar sujetas a derechos de autor, por lo que no se autoriza de ninguna forma su uso fuera de este sitio ni para fines distintos a los que fue publicado. Para mayor información se recomienda contactar con un asesor que le brinde atención personalizada.",/propiedades/a-departamento-en-venta-de-2-recamaras-con-amenidades-57052268.html,"MN 5,190,000",venta,2.0,2.0,106.0,106.0,19.4371363,-99.1804403,Avenida Ejército Nacional,245,Verónica Anzúres,Ciudad de México,11320,"Av Ejército Nacional 245, Verónica Anzúres, Miguel Hidalgo, 11320 Ciudad de México, CDMX, Mexico"
